id,slug,title,status,visible,species,category,product_type,price,compare_at_price,cost,margin_pct,cj_product_id,supplier_name,supplier_status,variant_count,stock,us_stock,eu_stock,cn_stock,effective_stock,warehouse,us_available,shipping_days,weight,image_count,description_chars,quality_score,seo_tier,indexable,dedupe_key,duplicate_risk,views_90d,atc_90d,units_sold,revenue,s_margin,s_us_stock,s_shipping,s_problem,s_differentiation,s_spec,s_visual,s_ugc,s_bundle,s_return_risk,s_supplier,score_total,hard_gates,blocking_gates,role,evidence,inference
3587a2ea-4721-4ad1-8390-93b5a891261e,dog-training-collar-receiver-ip67-waterproof-dog-bark-shock-collar-accessories-3587,Waterproof Dog Bark Collar Receiver – IP67 Adjustable Strap for Dogs,active,true,dog,Dog Training,Pet Supplies > Dog Supplies > Training Supplies > Bark Collar Receivers,44.99,54.99,18.13,59.7,1990596147763388417,CJ Dropshipping,unknown,1,230,230,0,0,230,US,true,,1000,6,1274,92,B1,true,dog training collar receiver ip67 waterproof dog bark shock collar accessories adjustable belt,none-detected,20,0,0,0,11,15,10,3,1,10,8,4,2,3,3,70,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 59.7% (price 44.99, cost 18.13); stock us=230 eu=0 cn=0 effective=230; variant payload us=230 total=230; description 1274 chars, quality_score=92; 6 gallery images + primary",no shipping window on record — conservative shipping score; problem signals: waterproof
6e601644-df67-466d-8352-447bfe3458b6,natural-rubber-horseshoe-shaped-chew-toys-dog-toys-for-aggressive-chewers-dog-6e60,Durable Dog Chew Toy – Natural Rubber Horseshoe for Aggressive Chewers,active,true,dog,Dog Toys,Pet Supplies > Dog Supplies > Toys > Chew Toy,42.49,54.99,16.99,60,2004014488433315842,CJ Dropshipping,unknown,1,45,45,0,0,45,US,true,,300,7,824,89,A,true,natural rubber horseshoeshaped chew toysdog toys for aggressive chewers dog toys for medium large dogs toys for traning,none-detected,22,0,0,0,13,15,10,0,1,8,8,4,5,3,3,70,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 60.0% (price 42.49, cost 16.99); stock us=45 eu=0 cn=0 effective=45; variant payload us=47 total=47; description 824 chars, quality_score=89; 7 gallery images + primary",no shipping window on record — conservative shipping score
932e36d2-f168-48c3-84c4-f36273a301e1,only-self-pickup-fully-enclosed-stainless-steel-cat-litter-box,Only Self Pickup---Fully Enclosed Stainless Steel Cat Litter Box,inactive,false,unknown,Pet Furniture Tools,,59.99,88.99,34.9,41.8,2062454469525430274,CJ Dropshipping,unknown,3,719,719,0,0,719,US,true,,3600,23,277,,C,false,,none-detected,0,0,0,0,8,15,10,3,7,2,8,7,5,3,2,70,UNUSABLE_SHIPPING_PROMISE|INVENTORY_BLOCKED,1,CORE_CANDIDATE,"margin 41.8% (price 59.99, cost 34.9); stock us=719 eu=0 cn=0 effective=719; variant payload us=0 total=0; description 277 chars, quality_score=n/a; 23 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: litter; differentiators: enclosed, furniture; no quality/readiness score — spec confidence from copy length only; inventory sync stale or never run"
559f27cc-8f3e-421b-a639-6567648c4e6c,outdoor-catio-cat-enclosure-large-wooden-cat-house-with-6-jumping-platforms-scratching-post-2-ramps-," Outdoor Catio Cat Enclosure, Large Wooden Cat House with 6 Jumping Platforms, Scratching Post, 2 Ramps, for 2-3 Kittens",inactive,false,cat,Cat Houses,,471.99,594.99,314.58,33.4,2003464156562104322,CJ Dropshipping,unknown,1,40,45,0,0,45,US,true,,15000,8,868,,C,false,outdoor catio cat enclosure large wooden cat house with 6 jumping platforms scratching post 2 ramps for 23 kittens,confirmed,0,0,0,0,5,15,8,3,9,3,8,7,5,3,4,70,UNUSABLE_SHIPPING_PROMISE|UNACCEPTABLE_MARGIN|DUPLICATE,2,LONGTAIL,"margin 33.4% (price 471.99, cost 314.58); stock us=45 eu=0 cn=0 effective=45; variant payload us=0 total=0; description 868 chars, quality_score=n/a; 8 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: scratch; differentiators: dual, multi-level, furniture; no quality/readiness score — spec confidence from copy length only"
db3c3e82-ebb6-49bf-94e9-f55f82944357,74-flower-cat-tree-large-cat-tower-with-scratching-post-board-for-indoor-cats-pink," 74"" Flower Cat Tree, Large Cat Tower with Scratching Post & Board for Indoor Cats, Pink",active,true,cat,Cat Trees & Condos,Pet Supplies > Cat Supplies > Cat Furniture > Cat Trees,203.99,261.99,135.68,33.5,2003461621297033218,CJ Dropshipping,unknown,1,114,114,0,0,114,US,true,,18500,9,1115,,C,true,74 flower cat tree large cat tower with scratching post  board for indoor cats pink,none-detected,23,0,0,0,5,15,10,3,7,3,8,7,5,3,4,70,UNUSABLE_SHIPPING_PROMISE|UNACCEPTABLE_MARGIN,1,CORE_CANDIDATE,"margin 33.5% (price 203.99, cost 135.68); stock us=114 eu=0 cn=0 effective=114; variant payload us=292 total=292; description 1115 chars, quality_score=n/a; 9 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: scratch; differentiators: multi-level, furniture; no quality/readiness score — spec confidence from copy length only"
8d744b11-870b-425c-9c0f-00a78235e6e3,double-stainless-steel-heavy-duty-dog-food-bowl-elevated-pet-feeding-station,Elevated Dog Food Bowl – Heavy-Duty Dual Stainless Steel Feeding Station for Dogs,active,true,dog,Dog Food & Treats,Pet Supplies > Dog Supplies > Feeding > Elevated Bowls,90.99,110.99,45.67,49.8,2008728488655286274,CJ Dropshipping,unknown,1,69,69,0,0,69,US,true,,1800,10,3289,,C,true,double stainless steel heavy duty dog food bowl elevated pet feeding station,none-detected,25,0,0,0,8,15,10,6,4,4,8,4,5,3,3,70,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 49.8% (price 90.99, cost 45.67); stock us=69 eu=0 cn=0 effective=69; variant payload us=46 total=46; description 3289 chars, quality_score=n/a; 10 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: scratch, non-slip; differentiators: dual; no quality/readiness score — spec confidence from copy length only"
9c12648f-5010-4eb7-a515-6669e858ceb4,prokel-dog-chew-toys-corn-stick-toy-for-smal-mediumlarge-breed-5-8-squeak-corn-9c12,Durable Dog Chew Toy – Squeaky Corn Stick Rope Toy for Dogs,active,false,dog,Dog Toys,Pet Supplies > Dog Supplies > Toys > Chew Toy,42.49,53.99,16.99,60,1878987347022729218,CJ Dropshipping,unavailable,1,0,0,0,0,0,none,false,,251,10,1003,85,C,true,prokel dog chew toys corn stick toy for smal  mediumlarge breed 58   squeak corn stick ropetoy,none-detected,9,0,0,0,13,6,10,6,4,8,8,4,5,3,3,70,NO_REAL_STOCK|NO_US_DELIVERY_PATH|UNUSABLE_SHIPPING_PROMISE,2,LONGTAIL,"margin 60.0% (price 42.49, cost 16.99); stock us=0 eu=0 cn=0 effective=0; variant payload us=80 total=80; description 1003 chars, quality_score=85; 10 gallery images + primary","column stock is 0 but CJ variant payload reports 80 US units — needs re-sync before trusting; no shipping window on record — conservative shipping score; problem signals: anxiety, dental; differentiators: furniture"
708124f8-c3e7-44dc-a06d-447a151b40b2,650nm-red-laser-pointer-pen-light-visible-single-beam-aaa-lazer-torch-10pcs-7081,Automatic Cat Toy – Laser Pointer with LED Light for Cats,active,true,cat,Cat Toys,Pet Supplies > Cat Supplies > Toys > Automatic Cat Toys,48.95,61.99,19.49,60.2,1966043508778242050,CJ Dropshipping,unknown,1,8,8,0,0,8,US,true,,146,9,1038,81,A,true,650nm red laser pointer pen light visible single beam aaa lazer torch 10pcs 9900 miles mini small teaching pen light pet toys,none-detected,25,0,0,0,13,12,10,0,4,8,8,4,5,3,3,70,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 60.2% (price 48.95, cost 19.49); stock us=8 eu=0 cn=0 effective=8; variant payload us=119 total=119; description 1038 chars, quality_score=81; 9 gallery images + primary",no shipping window on record — conservative shipping score; differentiators: automatic
ea3aec5a-9043-43d7-85dd-1883ee255981,new-style-pvc-coated-two-color-waterproof-training-rope,New Style PVC Coated Two-color Waterproof Training Rope,active,true,dog,Dog Training,Pet Supplies > Dog Supplies > Training & Behavior Supplies > Training Leads & Lines,36.95,44.99,14.79,60,1996432271796051970,CJ Dropshipping,unknown,9,900,900,0,0,900,US,true,,145,10,277,83,A,true,new style pvc coated twocolor waterproof training rope,none-detected,28,0,0,0,11,15,10,3,1,7,8,4,5,3,3,70,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 60.0% (price 36.95, cost 14.79); stock us=900 eu=0 cn=0 effective=900; variant payload us=900 total=900; description 277 chars, quality_score=83; 10 gallery images + primary",no shipping window on record — conservative shipping score; problem signals: waterproof
e547f95a-c88d-4e15-9af5-4689c9ee4077,only-self-pickup-elf-cat-litter-box,Only Self Pickup---Elf Cat Litter Box,inactive,false,unknown,Pet Furniture Tools,,39.99,51.99,20.03,49.9,2062444868172177409,CJ Dropshipping,unknown,2,1509,1409,0,0,1409,US,true,,2000,22,277,,C,false,,none-detected,0,0,0,0,8,15,10,3,4,2,8,7,5,3,4,69,UNUSABLE_SHIPPING_PROMISE|INVENTORY_BLOCKED,1,CORE_CANDIDATE,"margin 49.9% (price 39.99, cost 20.03); stock us=1409 eu=0 cn=0 effective=1409; variant payload us=0 total=0; description 277 chars, quality_score=n/a; 22 gallery images + primary",no shipping window on record — conservative shipping score; problem signals: litter; differentiators: furniture; no quality/readiness score — spec confidence from copy length only
87725039-fcfd-4505-b8b8-660974478cae,dog-training-collar-receiver-ip67-waterproof,Waterproof Dog Bark Collar – IP67 Training Collar for Dogs,active,true,dog,Dog Training,Pet Supplies > Dog Supplies > Training Supplies > Bark Collars,34.99,77.99,14.13,59.6,1972601954902925314,CJ Dropshipping,unknown,1,460,460,0,0,460,US,true,,95,4,1033,88,A,true,dog training collar receiver ip67 waterproof,none-detected,23,0,0,0,11,15,10,6,1,8,6,4,2,3,3,69,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 59.6% (price 34.99, cost 14.13); stock us=460 eu=0 cn=0 effective=460; variant payload us=460 total=460; description 1033 chars, quality_score=88; 4 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: splash, waterproof"
9679129e-a520-429f-9fd8-7887dd4431f7,69-cat-tree-multi-level-cat-tower-with-2-condos-and-3-hammocks-8-scratching-posts-for-multiple-cats-,Cat Tree Oasis: Multi-Level Tower for Active Cats,active,true,cat,Cat Trees & Condos,Pet Supplies > Cat Supplies > Furniture > Cat Tree,309.99,400.99,206.48,33.4,2003461657586151426,CJ Dropshipping,unknown,1,316,316,0,0,316,US,true,,26000,9,902,,A,true,69 cat tree multilevel cat tower with 2 condos and 3 hammocks 8 scratching posts for multiple cats dark gray,none-detected,24,0,0,0,5,15,10,3,7,3,8,7,5,3,3,69,UNUSABLE_SHIPPING_PROMISE|UNACCEPTABLE_MARGIN,1,CORE_CANDIDATE,"margin 33.4% (price 309.99, cost 206.48); stock us=316 eu=0 cn=0 effective=316; variant payload us=569 total=569; description 902 chars, quality_score=n/a; 9 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: scratch; differentiators: multi-level, furniture; no quality/readiness score — spec confidence from copy length only"
a6901546-7b06-4001-b154-2c2db8e9f953,5-tiers-hamster-cage-portable-animal-travel-carrier-w-exercise-wheels-tube-orange,"5 Tiers Hamster Cage Portable Animal Travel Carrier W Exercise Wheels Tube, Orange",active,true,unknown,Hamster Cages,Pet Supplies > Small Animal Supplies > Cages & Habitats > Hamster Cages,98.99,119.99,49.5,50,2008835152079454210,CJ Dropshipping,unknown,1,176,176,0,0,176,US,true,,3000,11,992,,C,true,5 tiers hamster cage portable animal travel carrier w exercise wheels tube orange,none-detected,15,0,0,0,8,15,10,0,7,3,8,7,5,3,3,69,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 50.0% (price 98.99, cost 49.5); stock us=176 eu=0 cn=0 effective=176; variant payload us=85 total=85; description 992 chars, quality_score=n/a; 11 gallery images + primary","no shipping window on record — conservative shipping score; differentiators: multi-level, transparent; no quality/readiness score — spec confidence from copy length only"
0cd8dec3-c4ce-4dd8-a8cb-cc2ad040f9b1,cat-recliner,Cat Recliner,active,true,unknown,Pet Furniture Tools,Pet Supplies > Cat Supplies > Furniture > Beds,37.95,47.99,15.11,60.2,2062478105064697857,CJ Dropshipping,unknown,1,960,960,0,0,960,US,true,,1100,11,277,,C,true,,none-detected,15,0,0,0,13,15,10,0,4,2,8,7,5,3,2,69,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 60.2% (price 37.95, cost 15.11); stock us=960 eu=0 cn=0 effective=960; variant payload us=494 total=494; description 277 chars, quality_score=n/a; 11 gallery images + primary",no shipping window on record — conservative shipping score; differentiators: furniture; no quality/readiness score — spec confidence from copy length only; inventory sync stale or never run
d578c6e1-eeb8-4129-8412-f5fbdae3479b,wireless-electric-dog-fence-waterproof-pet-shock-boundary-containment-system-d578,Dog Training Fence – Wireless Waterproof Electric Boundary Collar for Dogs,active,true,dog,Dog Toys,Pet Supplies > Dog Supplies > Training Supplies > Training Collars,116.99,148.99,66.89,42.8,1971526106090201090,CJ Dropshipping,unknown,1,460,460,0,0,460,US,true,,403,6,1146,87,A,true,wireless electric dog fence waterproof pet shock boundary containment system electric training collar for small medium large dogs,none-detected,22,0,0,0,8,15,10,3,1,8,8,4,5,3,4,69,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 42.8% (price 116.99, cost 66.89); stock us=460 eu=0 cn=0 effective=460; variant payload us=460 total=460; description 1146 chars, quality_score=87; 6 gallery images + primary",no shipping window on record — conservative shipping score; problem signals: waterproof
7812b5c6-fbc6-4d6a-a277-a6037fab255b,2-in-1-stainless-steel-cat-litter-box-with-removable-lid-scoop-filter-bags-for-small-to-large-cats-w,Cat Litter Box: Stainless Steel with Removable Lid,active,true,cat,Cat Litter Boxes,Pet Supplies > Cat Supplies > Litter Supplies > Litter Box,152.99,196.99,87.36,42.9,2003462592077082625,CJ Dropshipping,unknown,1,116,116,0,0,116,US,true,,3900,9,1047,,C,true,2 in 1 stainless steel cat litter box with removable lid scoop filter bags for small to large cats white,none-detected,23,0,0,0,8,15,10,6,1,3,8,7,5,3,3,69,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 42.9% (price 152.99, cost 87.36); stock us=116 eu=0 cn=0 effective=116; variant payload us=130 total=130; description 1047 chars, quality_score=n/a; 9 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: odor, litter; no quality/readiness score — spec confidence from copy length only"
324cba5b-6826-4b64-a44a-d9ac542e3d1a,elevated-cat-bed-with-rotatable-egg-chair-pod-cat-basket-bed-with-thick-cushion-natural-mat-grass-wo-1,Cat Bed: Egg Pod with Woven Grass for Cozy Sleep,active,true,cat,Cat Beds,Pet Supplies > Cat Supplies > Beds > Elevated Beds,141.99,177.99,81.23,42.8,2003459873586323457,CJ Dropshipping,available,1,34,34,0,0,34,US,true,,4600,9,985,,C,true,elevated cat bed with rotatable egg chair pod cat basket bed with thick cushion natural mat grass woven kitty house coffee,none-detected,12,0,0,0,8,15,10,3,4,3,8,7,5,3,3,69,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 42.8% (price 141.99, cost 81.23); stock us=34 eu=0 cn=0 effective=34; variant payload us=168 total=168; description 985 chars, quality_score=n/a; 9 gallery images + primary",no shipping window on record — conservative shipping score; problem signals: hair; differentiators: rotat; no quality/readiness score — spec confidence from copy length only
9fb5158f-8c28-40f4-a6bc-f58cf421a921,multiple-colour-velvet-personalise-dog-collar-leash-set-with-bow,Personalized Dog Collar & Leash Set – Velvet with Bow Tie for Dogs,active,true,dog,Dog Collars & Leashes,Pet Supplies > Dog Supplies > Apparel & Accessories > Collars & Leashes,20.49,26.99,6.85,66.6,2504290319151608900,CJ Dropshipping,unknown,28,234,234,0,0,234,US,true,,105,26,137,92,A,true,multiple colour velvet personalise dog collar leash set with bow,none-detected,20,0,0,0,13,15,10,0,1,7,8,4,5,3,3,69,UNUSABLE_SHIPPING_PROMISE|INSUFFICIENT_SPECS,1,CORE_CANDIDATE,"margin 66.6% (price 20.49, cost 6.85); stock us=234 eu=0 cn=0 effective=234; variant payload us=270 total=270; description 137 chars, quality_score=92; 26 gallery images + primary",no shipping window on record — conservative shipping score
c0a3674d-5b98-4060-8db0-4110d8fd70ea,dog-training-collar,Dog Training Collar – Remote Control Dog Trainer,active,true,dog,Dog Training,Pet Supplies > Dog Supplies > Training & Obedience > Training Collar,40.95,52.99,16.33,60.1,1514544933502464000,CJ Dropshipping,unknown,1,93,93,0,0,93,US,true,,209,2,278,76,A,true,dog training collar,none-detected,27,0,0,0,13,15,10,0,1,7,4,7,5,3,4,69,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 60.1% (price 40.95, cost 16.33); stock us=93 eu=0 cn=0 effective=93; variant payload us=103 total=103; description 278 chars, quality_score=76; 2 gallery images + primary",no shipping window on record — conservative shipping score
67a410ef-a3aa-4c2d-ba7f-8b264c3f5f6d,dog-gps-tracker-real-time-anti-lost-pet-tracker-with-geofence-flash-light-and-67a4,GPS Dog Tracker – Real-Time Anti-Lost Pet Locator with Geofence & Alarm,active,true,dog,Dog Collars & Leashes,Pet Supplies > Dog Supplies > Collars & Harnesses > Pet Trackers,45.95,57.99,18.38,60,2001225039162568706,CJ Dropshipping,available,1,0,34,0,0,34,US,true,,38,12,1207,90,A,true,dog gps tracker real time antilost pet tracker with geofence flash light and sound alarm unlimited distance tracking fits most pet collars subscription required,none-detected,20,0,0,0,13,15,8,3,1,9,8,4,2,3,3,69,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 60.0% (price 45.95, cost 18.38); stock us=34 eu=0 cn=0 effective=34; variant payload us=42 total=42; description 1207 chars, quality_score=90; 12 gallery images + primary",no shipping window on record — conservative shipping score; problem signals: tracking
3461fba1-3c2e-4590-b7f9-9598606b0412,crate-furniture-32small-dog-cage-end-table-with-2-doors-lockable-door-puppy-3461,Dog Crate Furniture – Small End Table with Lockable Doors for Dogs,active,true,dog,Dog Houses,Pet Supplies > Dog Supplies > Houses & Furniture > Crate Furniture,149.99,187.49,103.74,30.8,2025773806904004609,CJ Dropshipping,available,1,52,52,0,0,52,US,true,,,10,2487,81,C,true,,none-detected,18,0,0,0,5,15,10,0,4,9,8,7,5,4,2,69,UNUSABLE_SHIPPING_PROMISE|UNACCEPTABLE_MARGIN,1,CORE_CANDIDATE,"margin 30.8% (price 149.99, cost 103.74); stock us=52 eu=0 cn=0 effective=52; variant payload us=97 total=97; description 2487 chars, quality_score=81; 10 gallery images + primary",no shipping window on record — conservative shipping score; differentiators: furniture; no weight on record — damage risk partly inferred; inventory sync stale or never run
379def88-7cbc-4536-a4a0-feccaf43e84c,45-inch-extra-large-hamster-cage,Extra Large Hamster Cage – 45-Inch Small Animal Habitat Enclosure,active,true,unknown,Hamster Cages,Pet Supplies > Small Animal Supplies > Cages > Hamster Cages,131.99,163.99,75.53,42.8,2000399427553107970,CJ Dropshipping,unknown,1,88,88,0,0,88,US,true,,6000,11,4000,85,C,true,45 inch extra large hamster cage,none-detected,19,0,0,0,8,15,10,3,1,9,8,7,5,0,3,69,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 42.8% (price 131.99, cost 75.53); stock us=88 eu=0 cn=0 effective=88; variant payload us=72 total=72; description 4000 chars, quality_score=85; 11 gallery images + primary",no shipping window on record — conservative shipping score; problem signals: waterproof
6367cdd8-25f6-4d27-891f-65c5db831d54,widened-support-plate-car-dog-bed-rear-seat-pet-pad,Dog Car Bed – Widened Support Plate Rear Seat Travel Pad for Dogs,active,true,dog,Dog Beds,Pet Supplies > Dog Supplies > Beds > Car Bed,59.99,75.99,31.25,47.9,2408151316401610000,CJ Dropshipping,available,1,113,113,0,24240,113,US,true,,3030,10,683,92,B1,true,widened support plate car dog bed rear seat pet pad,none-detected,47,0,0,0,8,15,10,0,1,9,8,7,5,3,3,69,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 47.9% (price 59.99, cost 31.25); stock us=113 eu=0 cn=24240 effective=113; variant payload us=115 total=115; description 683 chars, quality_score=92; 10 gallery images + primary",no shipping window on record — conservative shipping score
587ebe69-8ac4-416d-8697-de2bd0679cbc,3-tier-kitty-shelter-with-5-escape-doors-weather-resistant-yellow-black,Outdoor Cat House – Weather Resistant 3-Tier Shelter with Escape Doors for Cats,active,true,cat,Cat Houses,Pet Supplies > Cat Supplies > Cat Furniture > Cat Houses,355.99,440.99,237,33.4,2010999775537111042,CJ Dropshipping,unknown,1,62,62,0,0,62,US,true,,24000,11,1948,89,C,true,3tier kitty shelter with 5 escape doors weather resistant yellow  black,none-detected,26,0,0,0,5,15,10,0,4,9,8,7,5,3,3,69,UNUSABLE_SHIPPING_PROMISE|UNACCEPTABLE_MARGIN,1,CORE_CANDIDATE,"margin 33.4% (price 355.99, cost 237); stock us=62 eu=0 cn=0 effective=62; variant payload us=98 total=98; description 1948 chars, quality_score=89; 11 gallery images + primary",no shipping window on record — conservative shipping score; differentiators: furniture
b29264c0-aab5-485f-844f-e649767dacda,electric-dog-fence-system-pet-tone-shock-boundary-containment-water-resistant-b292,Electric Dog Fence System – Water-Resistant Containment Collar for Dogs,active,true,dog,Dog Toys,Pet Supplies > Dog Supplies > Training Aids > Electric Fence System,114.99,149.99,65.63,42.9,1953715738823020546,CJ Dropshipping,unknown,1,230,230,0,0,230,US,true,,500,11,972,87,A,true,electric dog fence system pet tone shock boundary containment water resistant collar receiver for small medium large dog,none-detected,22,0,0,0,8,15,10,3,1,8,8,4,5,3,4,69,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 42.9% (price 114.99, cost 65.63); stock us=230 eu=0 cn=0 effective=230; variant payload us=318 total=318; description 972 chars, quality_score=87; 11 gallery images + primary",no shipping window on record — conservative shipping score; problem signals: splash
1d011609-a6e7-4569-b973-43f3fafbc6e8,heat-transfer-printing-pvc-coated-rubberized-waterproof-traction-rope-set,GetPawsy Waterproof Dog Leash – Durable PVC-Coated Traction Rope,active,true,dog,Dog Collars & Leashes,"Pet Supplies > Dog Supplies > Collars, Harnesses & Leashes > Leashes",38.99,50.99,15.69,59.8,1996479058545922049,CJ Dropshipping,unknown,12,1200,1200,0,0,1200,US,true,,140,12,185,87,B1,true,heat transfer printing pvc coated rubberized waterproof traction rope set,none-detected,24,0,0,0,11,15,10,6,1,6,8,4,2,3,3,69,UNUSABLE_SHIPPING_PROMISE|INSUFFICIENT_SPECS,1,CORE_CANDIDATE,"margin 59.8% (price 38.99, cost 15.69); stock us=1200 eu=0 cn=0 effective=1200; variant payload us=1200 total=1200; description 185 chars, quality_score=87; 12 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: odor, waterproof"
be546356-901f-4a0d-9096-3317da3d313e,dog-cot-cooling-pet-bed,Cooling Dog Bed – Elevated Mesh Outdoor Pet Cot for Dogs,inactive,false,dog,Dog Beds,Pet Supplies > Dog Supplies > Beds > Cooling Beds,127.99,163.99,72.97,43,2004107664592904193,CJ Dropshipping,unknown,1,460,460,0,0,460,US,true,,1000,6,1135,85,C,false,dog cot cooling pet bed,confirmed,0,0,0,0,8,15,8,3,0,8,8,7,5,3,4,69,UNUSABLE_SHIPPING_PROMISE|DUPLICATE,1,CORE_CANDIDATE,"margin 43.0% (price 127.99, cost 72.97); stock us=460 eu=0 cn=0 effective=460; variant payload us=230 total=230; description 1135 chars, quality_score=85; 6 gallery images + primary",no shipping window on record — conservative shipping score; problem signals: joint
439ec65f-b9bf-4a62-adf7-cec124406535,pet-interactive-sound-ball-the-mellow-dog-cat-pet-voice-ball-interactive-pet-439e,Interactive Squeaky Ball Toy – Sound Enrichment for Dogs & Cats,active,true,both,Dog Toys,Pet Supplies > Multi-Pet Supplies > Toy Supplies > Squeaky Toys,45.49,59.99,18.29,59.8,2001622178954797057,CJ Dropshipping,unknown,3,690,690,0,0,690,US,true,,1000,8,904,86,B1,true,pet interactive sound ballthe mellow dog cat pet voice ballinteractive pet squeaky toys,none-detected,30,0,0,0,11,15,10,0,1,8,8,4,5,3,3,68,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 59.8% (price 45.49, cost 18.29); stock us=690 eu=0 cn=0 effective=690; variant payload us=688 total=688; description 904 chars, quality_score=86; 8 gallery images + primary",no shipping window on record — conservative shipping score
5ae85f7b-2c81-430a-9b8c-1b14ae0f72fc,kitten-harness-vest-with-wing-decoration-strap-set-for-cats-and-small-dogs-5ae8,Cat Harness Vest – Adjustable Wing Decoration Strap Set for Kittens,active,true,cat,Cat Collars & Accessories,Pet Supplies > Cat Supplies > Accessories > Harnesses,35.99,43.99,14.42,59.9,2001958940467044353,CJ Dropshipping,available,8,1840,1840,0,0,1840,US,true,,150,11,947,88,B1,true,kitten harness vest with wing decoration strap set for cats and small dogs adjustable pet cat harness accessories,none-detected,18,0,0,0,11,15,10,0,1,8,8,4,5,3,3,68,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 59.9% (price 35.99, cost 14.42); stock us=1840 eu=0 cn=0 effective=1840; variant payload us=1840 total=1840; description 947 chars, quality_score=88; 11 gallery images + primary",no shipping window on record — conservative shipping score
a20610c4-3743-4b5b-aa37-d9307df1e7d9,staircase-ramps-designed-for-small-dogs-and-cats-high-density-foam-curved-pet-steps-dog-steps,"Staircase Ramps Designed For Small Dogs And Cats, High-density Foam Curved Pet Steps, Dog Steps",active,true,dog,Dog Beds,Pet Supplies > Dog Supplies > Dog Furniture > Pet Steps & Ramps,80.95,117.99,40.46,50,2011377799453044737,CJ Dropshipping,unknown,1,542,542,0,0,542,US,true,,2218,2,921,,C,true,staircase ramps designed for small dogs and cats highdensity foam curved pet steps dog steps,none-detected,23,0,0,0,11,15,10,3,4,3,4,7,5,3,3,68,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 50.0% (price 80.95, cost 40.46); stock us=542 eu=0 cn=0 effective=542; variant payload us=1488 total=1488; description 921 chars, quality_score=n/a; 2 gallery images + primary",no shipping window on record — conservative shipping score; problem signals: joint; differentiators: furniture; no quality/readiness score — spec confidence from copy length only
f09e7b07-c69b-4d7e-876f-ccad16959f05,1pc-m-size-stainless-steel-dog-bowl-pets-hanging-food-bowl-detachable-pet-cage-f09e,Dog Bowl – Stainless Steel Detachable Hanging Food & Water Bowl for Dogs,active,true,dog,Dog Bowls & Feeders,Pet Supplies > Dog Supplies > Feeding Supplies > Food & Water Bowl,39.99,51.99,16.01,60,1983067562930331650,CJ Dropshipping,unknown,1,31,31,0,0,31,US,true,,421,11,1000,85,B1,true,1pc m size stainless steel dog bowl pets hanging food bowl detachable pet cage food water bowl with clamp holder,none-detected,45,4,0,0,11,15,10,0,1,8,8,4,5,3,3,68,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 60.0% (price 39.99, cost 16.01); stock us=31 eu=0 cn=0 effective=31; variant payload us=79 total=79; description 1000 chars, quality_score=85; 11 gallery images + primary",no shipping window on record — conservative shipping score
